ID,Set,Description
SEW5,,"A ""piʔiŋ"" set -- ZJO"
SEW6,,
SEW7,"COMPOUND, GEN",cloth + do - NCP
SEW8,"COMPOUND, GEN",
WEAVE1,,"A ""pem"" set -- ZJO"
WEAVE2,,"A ""pɨar/pɨasaβ"" set -- ZJO"
WEAVE3,,
WEAVE4,,
WEAVE4.5,,
WEAVE5,,
WEAVE6X,,
WEAVE7X,,
WEAVE8,,
WEAVE9,,
WEAVE10,,
WEAVE11,,
PLAY1,,"A ""je+mo+saraj"" set -- ZJO"
PLAY2,,
PLAY3,,
PLAY4,,
PLAY5,,
PLAY6,,
PLAY7,,
PLAY9,,
PLAY11X,,
PLAY12X,,
SPILL~POUR1,,
SPILL~POUR2,,"A *tsen set referring to spilling, pouring, or the motion of liquids, crucially with a different final consonant than *tsem 'leave from, emerge.' The initial consonant is attested in Tembe in reflexivized forms and also in POK with *ichini. Many forms in this row show a reciprocalized stem beginning with the nasal allomorph of /jo-/ -- ZJO"
SPILL~POUR4,,
SPILL~POUR6,,A *pijere set -- ZJO
SPILL~POUR7,,
SPILL~POUR8,,
SPILL~POUR9,,
SPILL~POUR10,,
SPILL~POUR11,,
SPILL~POUR12,,
SPILL~POUR13,,
SPILL~POUR14,,
SPILL~POUR15,,
SPILL~POUR16X,,
SPILL~POUR17X,,
SPILL~POUR18X,,
SPILL~POUR19X,,
SPILL~POUR20X,,
SPILL~POUR21X,,
JUMP1,,"A ""poɾ"" set. Icludes many causativized forms that mean throw (the majority) and a few that mean remove. We consider that these two derivations happened independently, as the resulting meanings cannot be related (make jump from one's hand leading to throw vs make jump from somewhere else leading to remove). -- NCP"
JUMP2,,
JUMP3,,
JUMP4,,
JUMP6X,,
JUMP7X,,
JUMP8,,
JUMP9X,,
JUMP10,,
JUMP11X,,
JUMP12X,,
JUMP13,,
JUMP14,,
JUMP15,,
PUSH1,,"An ""ajan"" set -- ZJO"
PUSH2,,
PUSH3,,
PUSH6,,
PUSH7,,
PUSH8,,
PUSH9,,
PUSH10,,
PUSH11X,,
PUSH12X,,
PUSH13X,,
PUSH14X,,
PUSH16,,
RUB1,,"A ""piʃɨβ"" set -- ZJO"
RUB2,,"A ""kɨtɨk"" set -- ZJO"
RUB3,,
RUB4,,
RUB5,,
RUB6,,
RUB7,,
RUB8,,
SCRAPE~SCRATCH1,,"A ""pin"" set -- ZJO"
SCRAPE~SCRATCH2,,
SCRAPE~SCRATCH3,,"A ""kaɾãi"" set -- ZJO"
SCRAPE~SCRATCH4,,
SCRAPE~SCRATCH5,,"An ""eʔɨj"" set, not to be confused with ""ej"" in WASH1 -- ZJO"
SCRAPE~SCRATCH6,,
SCRAPE~SCRATCH7,,
SCRAPE~SCRATCH8,,"An ""asit"" set -- ZJO"
SCRAPE~SCRATCH9,,
SCRAPE~SCRATCH10,,"An ""usaɾ"" set -- ZJO"
SCRAPE~SCRATCH11,,
SCRAPE~SCRATCH12,,"An ""emo"" set -- ZJO"
SCRAPE~SCRATCH13,,
SCRAPE~SCRATCH14,,"An ""awiɾ"" set -- ZJO"
SCRAPE~SCRATCH15,,
SCRAPE~SCRATCH16,,
SCRAPE~SCRATCH17,,
SCRAPE~SCRATCH18,,
SCRAPE~SCRATCH19,,
SCRAPE~SCRATCH20,,
SCRAPE~SCRATCH21X,,
SCRAPE~SCRATCH22,,
SCRAPE~SCRATCH23,,
GRIND1,,
GRIND2,,"A ""moʔi"" set -- ZJO"
GRIND3,,
GRIND4,,"A ""kɨɾɨk"" set -- ZJO"
GRIND5,,
GRIND6X,,
GRIND7,,
GRIND8,,
GRIND9X,,
GRIND10,,
GRIND11,,
SPIN1,,"A ""poβan"" set -- ZJO"
SPIN2,,
SPIN4X,,
SIT1,,"An ""apɨk"" set -- ZJO"
SIT7,,"An ""in"" set -- ZJO
also oin and in suppletive stems, causative +sit meaning put and cook - NCP
Ideally this should be deep drilled. - NCP"
SIT2,,
SIT3,,
SIT5,,
SIT6X,,
SIT9,,
SIT10,,
SIT11,,
SIT13X,,
SIT14X,,
SIT15X,,
SIT16X,,
STAND1,,"An ""emboʔɨ"" set -- ZJO"
STAND2,, an ʔam set which mostly means be standing - NCP
STAND2.5,"COMPOUND, GEN","complex set pu + ʔam  ? + stand, which means stand up. Causativised forms mean lift, make stand (not lift as in putting something high). Note that both causatives have been used, but cognancy is not based on the causatives. - NCP"
STAND3X,,
STAND4,,
STAND5,,"A ""βɨɾ"" set -- ZJO
causativized forms mean make stand, make upright, lift - NCP"
STAND6,,
STAND7,,
STAND8X,,
STAND9X,,
STAND10X,,
STAND11X,,
SMELL1,,"An ""etun"" set -- ZJO"
SMELL2,,
SMELL3,,
SMELL4,,
SMELL5X,,
BE ODOROUS1,,"An ""ɨʔapwan~ɨʔakwan"" set; morphologically complex with 'water'? -- ZJO"
BE ODOROUS2,,"A ""piʃé"" set that originally seems to have referred to the smell of smoke -- ZJO"
BE ODOROUS3X,,
BE ODOROUS4,,
BE ODOROUS5,,
BE ODOROUS6,,
BE ODOROUS7,,
BE ODOROUS8,,
BE STINKY1,,"A ""timboɾ"" set distinct from POISON b/c of final consonant -- ZJO"
BE STINKY2,,
BE STINKY3,,
BE STINKY4,,
BE STINKY5,,
BE STINKY6,,
BE STINKY7,,
SQUEEZE1,,"An ""amĩ"" set -- ZJO"
SQUEEZE1.5,"COMPOUND, IND","A ""tɨ+amĩ"" compound set -- ZJO"
SQUEEZE2,,"An ""uŋgá"" set -- ZJO"
SQUEEZE3,"COMPLEX, GEN","A ""ka+mbik~ka+mbɨk (tighten1)"" complex set -- ZJO"
SQUEEZE6,,
SQUEEZE7,,
SQUEEZE8,,
SQUEEZE9,,
TIGHTEN1,,"A ""mɨk~pɨk"" set, where causativized versions mean either 'tighten' or 'squeeze'. Crucially note difference from STOP5 ""pik"" -- ZJO"
TIGHTEN2,,
TIGHTEN3,,
TIGHTEN4,,
TIGHTEN5,,
TIGHTEN6,,
TIGHTEN7,,
TIGHTEN8,,
TIGHTEN9,,
TIGHTEN10,,
TIGHTEN16,,
TIGHTEN17,,
STRETCH1,,
STRETCH2,,
STRETCH3,,
STRETCH4,,
STRETCH5,,
STRETCH6X,,
STRETCH7X,,
STRETCH8,,
STRETCH9,,
STRETCH10,,
PADDLE1,,"A ""apukui"" set -- ZJO."
PADDLE2,,
PADDLE3,,
PADDLE4,,
PADDLE5,LOAN,
GO UPRIVER2,,
GO UPRIVER3,,
GO UPRIVER4,,
GO UPRIVER5X,,means upriver (N) - NCP
GO UPRIVER6X,,
GO UPRIVER7,,
GO DOWNRIVER1X,,
GO DOWNRIVER2,,
GO DOWNRIVER3X,,means downriver (N) - NCP
GO DOWNRIVER4X,,
GO DOWN1,,"A ""yɨp~yup"" set; the Omagua and Kukama forms are likely not cognate with the other forms; re-evaluate after Paul's reconstruction work -- ZJO"
GO DOWN1.5,"COMPOUND, GEN",a complex we + yɨv set - NCP
GO DOWN2,,
GO DOWN3,,"A ""ʃɨm"" set -- ZJO"
GO DOWN4,,
GO DOWN6,,"A ""sutu"" set -- ZJO"
GO DOWN7,,
BE PREGNANT1,,"A ""puruʔá"" set -- ZJO"
BE PREGNANT3,,
BE PREGNANT5,,
BE PREGNANT6,,
BE PREGNANT7,,
BE PREGNANT8,,
BE PREGNANT9,,
BE PREGNANT10,,
BE PREGNANT11,,
FALL1X,,
FALL3X,,
FALL4X,,
FALL5X,,
FALL2X,,
FALL OVER1,,"An ""ʔa(ɾ)"" set -- ZJO"
FALL OVER2,,"A ""koj"" set -- ZJO"
FALL OVER3,,
FALL OVER4,,
FALL OVER5,,
FALL OVER6,,
FALL OVER6.5,,
FALL OVER7,,
FALL OVER8,,
FALL OVER11,,
FALL OVER13,,
FALL OVER14,,
FALL OVER15,,
FALL OVER16,,
FALL OVER17,,
FALL OVER18X,,
FALL OVER19X,,
FALL OVER20X,,
FALL OVER21X,,
FALL OVER22,,
FALL OVER23,,Probably related to the latter element of the compound in SLIP8; deep drill in the future -- ZJO
GIVE BIRTH1,,
GIVE BIRTH2,"COMPOUND, IND",
BE BORN1,,
BE BORN2,,
BE BORN3,,
BE BORN4,,
BE BORN5,,
BE BORN9,,"A ""kwa"" set -- ZJO"
BE BORN10,,"A ""jaŋ"" set -- ZJO"
BE BORN11,,
BE BORN12,,
BE BORN13,,
BREASTFEED1,"COMPOUND, MED",breast and eat - ncp
BREASTFEED2X,,
BREASTFEED3,"COMPOUND, GEN",BREAST+DRIP
BREASTFEED4,,
SUCK1,,"A ""pɨter"" set -- ZJO"
SUCK2,,
SUCK2.5,,
SUCK3,,
SUCK4,,
SUCK5X,,
SUCK6,,
SUCK7,,
BITE1,,"A ""suʔú"" set -- ZJO

It is unclear how or if these forms are related to uʔú 'eat'. We have decided to be agnostic for now, and keep the two sets distinct. -- LDM"
BITE2,,
BITE3,,
BITE3.5X,,
BITE4X,,
BITE5X,,
BITE6X,,
SPIT1,"COMPOUND, GEN","An *endɨ SALIVA+? compound set, that we do not think is related to BUBBLE -- ZJO"
SPIT3,,"A ""mun"" set -- ZJO"
SPIT4,,
SPIT6,,
SPIT7,,
SPIT8,,
SPIT9,,
BLOW1,,"A ""pejú"" set 'blow on' -- ZJO"
BLOW5,,"A ""pɨ"" that meant 'blow into wind instrument', when nominalized always means 'flute' -- ZJO"
BLOW2,,
BLOW6,,
BLOW7,,
BLOW8,,
BLOW9,,
BLOW11X,,
BLOW12X,,
BLOW13X,,
DAMPEN1,,
DAMPEN2,,
DAMPEN3,,"A(n) ""(a)piɾá"" set -- ZJO"
DAMPEN5,,
DAMPEN6,,
DAMPEN7,,
DAMPEN8,,
DAMPEN9,,"An ""amõ"" set -- ZJO"
DAMPEN11,,
DRY(V)1,"COMPOUND, GEN","compound of water + finish (verb) same root that gave rise to lake, but in lake the compounded form was a noun meaning end. - NCP
"
DRY(V)2,,
DRY(V)3X,,
DRY(V)4,,
DRY(V)5,,
DRY(V)6,,
DRY(V)7,LOAN,
DRY(V)8,,
AWAIT1,,"An ""arõ"" set -- ZJO"
AWAIT2,,
AWAIT3,,
AWAIT4,,
AWAIT5,,
AWAIT6,,
AWAIT7,,
AWAIT8,,
AWAIT9,,
AWAIT10,,
AWAIT13,,
AWAIT12X,,
HURT~WOUND1,,"A ""(j)api"" set -- ZJO"
HURT~WOUND2,"COMPLEX, GEN",complex api + sa set - NCP
HURT~WOUND3,,
HURT~WOUND4,,
HURT~WOUND5,,
HURT~WOUND8X,,
HURT~WOUND9X,,
HURT~WOUND10,,
HURT-WOUND12,,
HURT~WOUND13,,
DOCK1,,
DOCK2,,"A ""jaɾ"" set -- ZJO"
DOCK3,,
ATTACH1,,"A ""jar"" set, note minimally distinct from ""ar"" set in TAKE2 -- ZJO"
ATTACH2,,
ATTACH3,,
ATTACH4X,,
ATTACH5X,,
ATTACH6,,a mong set -- LDM
ATTACH7,,
ATTACH8,,
ATTACH9,,
JOIN1,,
JOIN2,,"An ""atɨɾ"" set that probably meant 'be joined' -- ZJO"
JOIN3,,
JOIN4,,
JOIN5,,
JOIN6,,
JOIN7,,"An ""atɨk"" set. -- ZJO
Isn't ""atɨk"" the description for JOIN2? This hardly seems to fit this set (which has only one cognate) --SM"
JOIN8,,
JOIN9,,
JOIN10X,,
GATHER~HARVEST0.5,,"An ""ar"" set; note minimally distinct from ""jar"" set in ATTACH1 -- ZJO"
GATHER~HARVEST1,,same as harvest 2 ? - NCP
GATHER~HARVEST2,,"A ""noʔoŋ"" set -- ZJO"
GATHER~HARVEST2.5,,
GATHER~HARVEST2.75,,
GATHER~HARVEST3,"COMPOUND, GEN","A ""pu+ar"" ?+TAKE complex set; this seems to be the same 'pu' as is floating around in STAND, e.g. -- ZJO"
GATHER~HARVEST4,"COMPOUND, GEN","A ""pu+ar+pɨk"" ?+HARVEST+? compound set; not sure of original meaning of last element, although it seems to be floating around in our data set -- ZJO"
GATHER~HARVEST5,,
GATHER~HARVEST6,,"An ""ɨkɨ"" set -- ZJO"
GATHER~HARVEST7,,
GATHER~HARVEST8,,
GATHER~HARVEST9,,
GATHER~HARVEST10,,
GATHER~HARVEST11,,
GATHER~HARVEST12X,,
GATHER~HARVEST13,,
GATHER~HARVEST14,,
GATHER~HARVEST15,,
GATHER~HARVEST16X,,
GATHER~HARVEST17,,
TIE1,,"A ""kwar/pwar"" set -- ZJO"
TIE2,,"A ""tĩ"" set -- ZJO"
TIE3,"COMPOUND, MED","An ""apɨr+tĩ"" END.POINT+TIE compound set; former form not in dataset -- ZJO"
TIE4X,"COMPOUND, MED",
TIE5,,
TIE6,,
TIE7,"COMPLEX, GEN",rope + ? - NCP
TIE8,,
TIE9,,
TIE10,,
TIE11,,
TIE12,,
TIE13,,
TIE14,,
TIE15,,
TIE17X,,
TIE18,,
TIE19X,,
TIE20,,
TIE21,,
UNTIE1,,"A ""ɾaβ"" set, with frozen *jo- -- ZJO"
UNTIE2,,
UNTIE3,,
UNTIE3.5,,
UNTIE4,,
UNTIE5,,
UNTIE6,,
UNTIE7,,
UNTIE8,"COMPOUND, GEN",rope + burst - NCP
UNTIE9,,
FINISH1,,"A ""paβ"" set -- ZJO
this root means in most languages both all and finish (in the sense there is no more left). - NCP"
FINISH5,,
FINISH6,,"A ""sɨk"" set -- ZJO"
FINISH7,,
FINISH8,,
FINISH9,,
FINISH10,,
FINISH11,,
FINISH12X,,
BEGIN1,"COMPOUND, IND","An ""ɨpɨɾuŋ"" set. Since it contains ""ɨpɨ"" it's doubled in BEGINNING 1 -- ZJO

'ɾuŋ' - ""armar"" (along with other meaning) tupinampa --KCB

we don't have *ruŋ anywhere in our dataset, so there's no home for the one half of the BEGINNING compound - ZJO"
BEGIN3,,"A ""ram"" set -- ZJO"
BEGIN4,,
BEGIN5,,
BEGIN6,,
BEGIN7,,
FEED1,,
FEED2,,
FEED3,,"A ""poj"" set, not to be confused with *pwai ORDER, which comes out with initial kw in many languages that underwent that change -- ZJO"
FEED4,,
FEED5,,
FEED6,,
FEED7,,
WEED(V)1,,
WEED(V)2X,,
WEED(V)3,,
WEED(V)4,,"Probably related to POK *karupama 'clear land' -- ZJO
	-Zachary O'Hagan"
WEED(V)5,,
REST1,"COMPOUND, GEN","pɨtu + ʔu breathe +eat (?) compound set. - NCP
"
REST3,,
REST5,,
REST6,,
REST7,,
REST8,,
REST9,,
REST10X,,
REST11X,,
REST13,"COMPOUND, GEN",pɨtu + ʔak breathe + ? - NCP
CARRY1,,"A ""βosɨj"" set -- ZJO
somehow related to heavy 1, with the first segment voiced. - NCP"
CARRY2,,
CARRY3,,
CARRY4,,
CARRY5,,
CARRY6,,
CARRY7X,,
CARRY8,,
CARRY9,,
CARRY10X,,
CARRY11X,,
CARRY12X,,
CARRY13X,,
CARRY14,,
TAKE1,"COMPLEX, GEN","I think the cognate set here contains forms that have the ""causative-comitative"" prefix /er(o)-/ + the verb 'to go' (/to/ ~ /so/ ~ /co/ ~ /ha/). -SM"
TAKE3X,,
TAKE4,,
TAKE5X,,
TAKE6,,
TAKE7,,
TAKE8,,
LIFT1,,"An ""upiɾ"" set -- ZJO
climb is reflexive + lift - NCP"
LIFT2X,,
LIFT3,,
LIFT4,,
LIFT5,,
LIFT6X,,
LIFT7,,
LIFT8,,
MARRY1,"COMPLEX, MED","This is the same with husband, we should collapse it I think. - NCP
leave here as complex, ind, but copy everything to husband"
MARRY2,,
MARRY3,"COMPLEX, MED",
MARRY4,"COMPLEX, MED",Second constituent is grammaticalization of yara 'owner' -- ZJO
MARRY5,,
MARRY6,,
MARRY7,,
MARRY8,,
MARRY9,,
MARRY10,,
MARRY11,,
OPEN(V)1,,
OPEN(V)3,"COMPOUND, IND", pia + wag. open + split - NCP
OPEN(V)4,,"A ""peká"" set -- ZJO"
OPEN(V)5,,
OPEN(V)6,,
OPEN(V)7,,"Possibly related to SKIN ""pir"" + old ""-ar"" verbalizer? -- ZJO"
OPEN(V)8,,"A ""jaβ"" set -- ZJO"
OPEN(V)9,"COMPOUND, GEN",akwapetym + wag. close + split - NCP
OPEN(V)10,,
OPEN(V)11,,"A ""jaβ"" set -- ZJO"
OPEN(V)12X,,
OPEN(V)13X,,
OPEN(V)14,,
OPEN(V)15,,
OPEN(V)16,,
OPEN(V)17,,
OPEN(V)18,,
OPEN(V)19,,
OPEN(V)20,,
OPEN(V)21X,,
OPEN(V)22,,
PEEL1,"COMPOUND, GEN","A ""piɾ+ʔok"" SKIN+take out, remove compound set,  loss of final /k/ in most languages. -- ZJO"
PEEL2,"COMPOUND, IND","A ""piɾer+ʔok"" SKIN+take out, remove set (see note under PEEL1) -- ZJO"
PEEL3,,
PEEL4,,
PEEL5,,
PEEL6,,
PEEL8,"COMPOUND, MED","and ""pe+ʔok"" BARK+REMOVE compound set (debuccalization, loss of glottal stop and final consonant in some languages) -- ZJO"
PEEL9,,
PEEL10,,
PEEL11,"COMPOUND, IND","bark + scrape, scratch - NCP"
PEEL12,,
PEEL13,,
PEEL14,,
PEEL15,,
PEEL16,,
OFFEND1,,
OFFEND2,,
OFFEND4,,
OFFEND5,,
FILL1,,
FILL3,,
FILL5X,,
FILL6X,,
FILL7,,
FILL9,,
FILL10,,
FILL11,,
FILL12,,
FILL13,,
FILL14,,
FILL15,,
FILL16,,
FILL17,,
FILL18X,,
FILL19X,,
FILL20X,,
FILL21,,
SHOUT1,,"An ""asem"" set -- ZJO
this probably meant shout, scream maybe while scared or in danger. - NCP"
SHOUT2,,
SHOUT3,,
SHOUT4,,
SHOUT5,,
SHOUT6,,
SHOUT7,,
SHOUT8X,,
GET DRESSED1,,"A ""monde"" set -- ZJO"
GET DRESSED2,,
GET DRESSED3,,
GET DRESSED4,,
GET DRESSED5,,
GET DRESSED6X,,
GET DRESSED7,,
GET DRESSED8,,
GET DRESSED9,,
GET DRESSED10,,
GET DRESSED11,,
GET DRESSED12,,
GET DRESSED13,,
GET DRESSED14,"COMPLEX, GEN",
GET DRESSED15,"COMPLEX, GEN",cloth + put
INVITE1,,
INVITE2,,
INVITE3,,"A ""paɾesaɾ"" set -- ZJO"
INVITE4,,
INVITE5,,
INVITE6,,
INVITE7,,"A ""soʔó"" set -- ZJO"
INVITE8X,,
INVITE9,,
INVITE10,"COMPLEX, GEN","An ur+ukar ""COME+CAUS"" complex set -- ZJO"
INVITE11,,
INVITE12,,
INVITE13,,
INVITE14,,
INVITE15,LOAN,
CLEAN(V)1,,"A ""sɨβ"" set -- ZJO"
CLEAN(V)2,,"A ""kɨtiŋ"" set, where several languages show palatalization of alveolar and loss of final nasal, making it indistinguishable from CUT, in which case I went off meaning to distinguish -- ZJO"
CLEAN(V)3,"COMPOUND, GEN","A ""kɨtiŋ+ok"" CLEAN+TAKE.OUT~REMOVE compound set -- ZJO"
CLEAN(V)4,,"A ""tɨɾu"" set -- ZJO"
CLEAN(V)5,,
CLEAN(V)6,,
CLEAN(V)8X,,
CLEAN(V)9X,,
WASH1,,"An ""ej"" set, not to be confused with ""eʔɨj"" in SCRAPE~SCRATCH5 -- ZJO"
WASH2,"COMPOUND, MED","A ""piɾ+ej"" SKIN+WASH compound set -- ZJO"
WASH6,,"An ""apatuká"" set -- ZJO"
WASH4,,"A ""kosok"" set -- ZJO"
WASH5,,"A ""kotok"" set -- ZJO. There was likely a meaning difference between this and WASH3, since some languages show both forms still."
WASH8,,
WASH9,,
WASH10X,,
WASH11,,
WASH12X,,
WASH13,,
WASH14,,
WASH15X,,
WASH16X,,
BATHE1,,"A ""yasuk"" set -- ZJO"
BATHE2,,
BATHE3,,
TOUCH0.5,,"A ""βɨk"" set that probably meant 'be touching' (i.e., 'be in contact'); note, distinct from transitive 'touch', avyky, currenty in TOUCH 4 -- ZJO"
TOUCH1,"COMPOUND, GEN","A ""po+kok"" HAND+EMBRACE compound set.  - ZJO"
TOUCH2,"COMPOUND, MED",po (hand) + vɨk set - ZJO
TOUCH3,,
TOUCH4,,"an ""awɨkɨ"" (prob. transitive 'touch') set; note, distinct from vyk, intransitive touch -- ZJO"
TOUCH6,,
TOUCH8,,
TOUCH9X,,
TOUCH10,,
TOUCH12X,,
TOUCH13,,
TOUCH14,,
SHAKE1,,
SHAKE2,,"A ""mɨj"" set -- ZJO"
SHAKE3,,"A ""βak"" set, with some reduplication, which seems common in words for 'shake' in this family -- ZJO"
SHAKE13,,
SHAKE4,,
SHAKE5,,"A ""wɨw"" set -- ZJO"
SHAKE6,,"A ""(t)umuŋ"" set -- ZJO"
SHAKE7,,
SHAKE8,,
SHAKE10,,
SHAKE11,,
SHAKE12,,
SHAKE14,,
SHAKE15,,
SHAKE16,,"An ""apawɨ"" set -- ZJO"
SHAKE17,,"A ""suŋ/soŋ"" set -- ZJO"
SHAKE17.5,,
SHAKE18,,
SHAKE19X,,
SHAKE21 ,,
SHAKE22,,
SHAKE23,,
SHAKE25,,
SHAKE26X,,
SHAKE27X,,
SHAKE28X,,"causativized forms mean shake, root means tremble. Xed because not deep drilled. - NCP"
SHAKE29X,,
SHAKE30X,,
SHAKE31X,,
SHAKE32X,,
SHAKE33X,,
EMBRACE1,,"A ""kok"" set; many languages show frozen *jo- absolutive -- ZJO"
EMBRACE2,,Possibly related to WRAP1? -- ZJO
EMBRACE3,,
EMBRACE4,,
EMBRACE5,,
EMBRACE6,,
EMBRACE7,,
EMBRACE8X,,
WRAP1,,"A ""uβan"" set -- ZJO"
WRAP2,"COMPOUND, GEN","An ""(a)ɲ+uβan"" HEAD(?)+WRAP compound set -- ZJO"
WRAP3,,"A ""maman"" set that may have meant 'make into bundle' -- ZJO"
WRAP3.5,,
WRAP4,,
WRAP5X,,
WRAP6,,"A ""pokek"" set -- ZJO"
WRAP7,,
WRAP8,,
WRAP10,,
WRAP11,,
WRAP12X,,
WRAP13X,,
COVER1,,
COVER2,,"An ""asoʔí"" set -- ZJO"
COVER3,,"An ""uβan"" set -- ZJO"
COVER4,,
COVER5,,
COVER6,,
COVER7,,
COVER8,,
COVER9X,,
COVER10,,"A ""soβ"" set -- ZJO"
COVER11,,
COVER12,,
COVER13X,,
CLOSE1,,"A ""tɨβ"" set -- ZJO"
CLOSE2,"COMPOUND, GEN","An ""aka+pɨtɨm"" ?+CHOKE compound set -- ZJO"
CLOSE3,"COMPOUND, MED","An ""oβ+pɨtɨm"" LEAF+CHOKE compound set -- ZJO

LDM: We are, as of 18apr2019, increasingly coming to believe that this is actually FACE+'CHOKE', where 'CHOKE' probably meant something like 'block or occlude an opening'

Perhaps also ""obapy+ty(?)"" based on Guarayu and involving CLOSE 1 -- ZJO
----
we need to reevalute the debate if the oba, uwa forms are actually leaf or face. (and copy/delete forms accordingly)
	-pagouritsa itsnoneofyourbusiness"
CLOSE4,"COMPOUND, MED",An oβ+apɨk FACE+COVER compound set -- ZJO
CLOSE5,,
CLOSE7,,
CLOSE8,,
CLOSE9,,
CLOSE11,,
CLOSE16,,
CLOSE17,,
CLOSE18 ,,
CLOSE19,,A ju+pyk ABS+COVER set - WNS. 
CLOSE18X,,
CLOSE19X,,
CLOSE20X,,
WORK1,"COMPOUND, GEN","poro (incorporation) + avyky (transitive touch) - LDM

Conforms to class of deverbal nouns derived by nasalizing an initial /p/ -- see CURE and MEDICINE -- ZJO
"
WORK2,,
WORK3,,
WORK4,,
WORK5,,
WORK6X,,
WORK7,,
WORK8,,
WORK10X,,
WORK11,LOAN,
WORK12X,,
DO1,,"An ""apo"" set. Many words for 'work' seem to involve a generic derivative of ""apo"" -- ZJO"
DO2,,
DO3,,Other languages have forms like *moɲaŋ but they transparently mean 'make run' and I'm not sure if that's what's related here -- ZJO
DO4,,
EYE,face,
